id, PASSENGER_WEIGHT_AVERAGE_KG, LOAD_FACTOR_EXPECTED_AVG, BENCHMARK_AVAIL_COMPETING_SYSTEMS, DWELL_TIME_SECONDS, autonomous_system, battery_pack, battery_charger, chasis, motor_and_inverter, total_vehicle_cost_1k_usd, total_vehicle_weight_kg, battery_charge_time_hours, power_consumption_Wh_per_km, range_km, average_speed_km_per_hour, uptime_hours, downtime_hours, availability
16, 100, 0.75, 0.75, 60, A1, P1, G1, C4, M4, 3639.0, 2618.0, 4.0, 212.3, 188.41262364578427, 120.32085561497327, 1.5659182498560735, 4.25, 0.26924694993689524, 
17, 100, 0.75, 0.75, 60, A1, P1, G1, C5, M1, 42.2, 2800.0, 4.0, 220.5, 181.40589569160997, 37.5, 4.837490551776266, 4.25, 0.5323241354931276, 
18, 100, 0.75, 0.75, 60, A1, P1, G1, C5, M2, 42.4, 2778.0, 4.0, 218.3, 183.23408153916628, 37.79697624190065, 4.847850271579085, 4.25, 0.5328566778817365, 
19, 100, 0.75, 0.75, 60, A1, P1, G1, C5, M3, 42.65, 2858.0, 4.0, 226.3, 176.75651789659742, 51.434569629111266, 3.436531484003234, 4.25, 0.447084812070977, 
20, 100, 0.75, 0.75, 60, A1, P1, G1, C5, M4, 3641.0, 2818.0, 4.0, 222.3, 179.93702204228518, 111.78140525195174, 1.6097223114766972, 4.25, 0.2747096578832648, 
21, 100, 0.75, 0.75, 60, A1, P1, G1, C6, M1, 44.2, 3100.0, 4.0, 225.5, 177.38359201773835, 33.87096774193548, 5.237039383380847, 4.25, 0.5520204113998893, 
22, 100, 0.75, 0.75, 60, A1, P1, G1, C6, M2, 44.4, 3078.0, 4.0, 223.3, 179.13121361397222, 34.113060428849906, 5.251103576226728, 4.25, 0.5526835418746328, 
23, 100, 0.75, 0.75, 60, A1, P1, G1, C6, M3, 44.65, 3158.0, 4.0, 231.3, 172.93558149589276, 46.54844838505383, 3.715173920843737, 4.25, 0.46642721901170925, 
24, 100, 0.75, 0.75, 60, A1, P1, G1, C6, M4, 3643.0, 3118.0, 4.0, 227.3, 175.9788825340959, 101.02629890955741, 1.7419116055279715, 4.25, 0.29071049778520297, 
25, 100, 0.75, 0.75, 60, A1, P1, G1, C7, M1, 49.2, 4600.0, 4.0, 240.5, 166.32016632016632, 22.82608695652174, 7.286407286407287, 4.25, 0.631601078699125, 
26, 100, 0.75, 0.75, 60, A1, P1, G1, C7, M2, 49.4, 4578.0, 4.0, 238.3, 167.8556441460344, 22.93577981651376, 7.318506084767099, 4.25, 0.6326232645029064, 
27, 100, 0.75, 0.75, 60, A1, P1, G1, C7, M3, 49.65, 4658.0, 4.0, 246.3, 162.4035728786033, 31.558608844997853, 5.146094166452614, 4.25, 0.5476843968663059, 
28, 100, 0.75, 0.75, 60, A1, P1, G1, C7, M4, 3648.0, 4618.0, 4.0, 242.3, 165.0846058605035, 68.2113469034214, 2.4201927297263652, 4.25, 0.3628370015367832, 
29, 100, 0.75, 0.75, 60, A1, P1, G1, C8, M1, 58.2, 7600.0, 4.0, 270.5, 147.8743068391867, 13.81578947368421, 10.703283161693513, 4.25, 0.7157814806257791, 
30, 100, 0.75, 0.75, 60, A1, P1, G1, C8, M2, 58.4, 7578.0, 4.0, 268.3, 149.08684308609764, 13.855898653998416, 10.759810446728077, 4.25, 0.716851853986841, 
31, 100, 0.75, 0.75, 60, A1, P1, G1, C8, M3, 58.65, 7658.0, 4.0, 276.3, 144.77017734346725, 19.195612431444243, 7.54183685779777, 4.25, 0.6395811737176862, 
32, 100, 0.75, 0.75, 60, A1, P1, G1, C8, M4, 3657.0, 7618.0, 4.0, 272.3, 146.89680499449136, 41.34943554738776, 3.5525709855493184, 4.25, 0.4553077430668463, 
33, 100, 0.75, 0.75, 60, A1, P2, G1, C1, M1, 31.2, 1858.0, 6.0, 191.3, 313.64349189754313, 56.51237890204521, 5.549996266148907, 6.25, 0.47033881545118705, 
34, 100, 0.75, 0.75, 60, A1, P2, G1, C1, M2, 31.4, 1836.0, 6.0, 189.1, 317.29243786356426, 57.189542483660134, 5.548084913500038, 6.25, 0.47025300751578797, 
35, 100, 0.75, 0.75, 60, A1, P2, G1, C1, M3, 31.65, 1916.0, 6.0, 197.1, 304.41400304414003, 76.7223382045929, 3.9677362573644372, 6.25, 0.38831852353839036, 
36, 100, 0.75, 0.75, 60, A1, P2, G1, C1, M4, 3630.0, 1876.0, 6.0, 193.1, 310.7198342827551, 167.91044776119404, 1.8505092352839634, 6.25, 0.22844356836525398, 
37, 100, 0.75, 0.75, 60, A1, P2, G1, C2, M1, 36.2, 2108.0, 6.0, 186.3, 322.06119162640897, 49.81024667931689, 6.465761828080668, 6.25, 0.5084840307249304, 
38, 100, 0.75, 0.75, 60, A1, P2, G1, C2, M2, 36.4, 2086.0, 6.0, 184.1, 325.9098316132537, 50.33557046979866, 6.474741988049973, 6.25, 0.5088309055013073, 
39, 100, 0.75, 0.75, 60, A1, P2, G1, C2, M3, 36.65, 2166.0, 6.0, 192.1, 312.3373243102551, 67.86703601108033, 4.602194860244984, 6.25, 0.42407963730031023, 
40, 100, 0.75, 0.75, 60, A1, P2, G1, C2, M4, 3635.0, 2126.0, 6.0, 188.1, 318.9792663476874, 148.16556914393226, 2.1528568896989952, 6.25, 0.2562053499135714, 
41, 100, 0.75, 0.75, 60, A1, P2, G1, C3, M1, 40.2, 2308.0, 6.0, 196.3, 305.65461029037186, 45.493934142114384, 6.718579433811222, 6.25, 0.518065950715834, 
42, 100, 0.75, 0.75, 60, A1, P2, G1, C3, M2, 40.4, 2286.0, 6.0, 194.1, 309.1190108191654, 45.93175853018373, 6.729962464120115, 6.25, 0.5184885921452721, 
43, 100, 0.75, 0.75, 60, A1, P2, G1, C3, M3, 40.65, 2366.0, 6.0, 202.1, 296.8827313211282, 62.1301775147929, 4.778398246978158, 6.25, 0.4332812562592637, 
44, 100, 0.75, 0.75, 60, A1, P2, G1, C3, M4, 3639.0, 2326.0, 6.0, 198.1, 302.8773346794548, 135.4256233877902, 2.2364846998870216, 6.25, 0.26353487680438464, 
45, 100, 0.75, 0.75, 60, A1, P2, G1, C4, M1, 48.2, 2508.0, 6.0, 201.3, 298.06259314456037, 41.866028708133975, 7.11943793911007, 6.25, 0.5325158747536676, 
46, 100, 0.75, 0.75, 60, A1, P2, G1, C4, M2, 48.4, 2486.0, 6.0, 199.1, 301.35610246107484, 42.236524537409494, 7.134964483030782, 6.25, 0.5330581558192673, 
47, 100, 0.75, 0.75, 60, A1, P2, G1, C4, M3, 48.65, 2566.0, 6.0, 207.1, 289.7151134717528, 57.28760717069369, 5.05720395352733, 6.25, 0.4472550397350632, 
48, 100, 0.75, 0.75, 60, A1, P2, G1, C4, M4, 3647.0, 2526.0, 6.0, 203.1, 295.4209748892171, 124.70308788598575, 2.368994865302103, 6.25, 0.27485744014526314, 
49, 100, 0.75, 0.75, 60, A1, P2, G1, C5, M1, 50.2, 2708.0, 6.0, 211.3, 283.9564600094652, 38.77400295420975, 7.323372321006017, 6.25, 0.5395396330263805, 
50, 100, 0.75, 0.75, 60, A1, P2, G1, C5, M2, 50.4, 2686.0, 6.0, 209.1, 286.94404591104734, 39.091586001489205, 7.340301974448315, 6.25, 0.5401132357654096, 
51, 100, 0.75, 0.75, 60, A1, P2, G1, C5, M3, 50.65, 2766.0, 6.0, 217.1, 276.3703362505758, 53.14533622559653, 5.200274490265937, 6.25, 0.454161556972872, 
52, 100, 0.75, 0.75, 60, A1, P2, G1, C5, M4, 3649.0, 2726.0, 6.0, 213.1, 281.55795401220087, 115.55392516507703, 2.43659359567384, 6.25, 0.28050047108078474, 
53, 100, 0.75, 0.75, 60, A1, P2, G1, C6, M1, 52.2, 3008.0, 6.0, 216.3, 277.3925104022191, 34.90691489361702, 7.946634964665477, 6.25, 0.559754828129634, 
54, 100, 0.75, 0.75, 60, A1, P2, G1, C6, M2, 52.4, 2986.0, 6.0, 214.1, 280.2428771602055, 35.16409912926993, 7.969573630479749, 6.25, 0.5604650207933742, 
55, 100, 0.75, 0.75, 60, A1, P2, G1, C6, M3, 52.65, 3066.0, 6.0, 222.1, 270.148581719946, 47.945205479452056, 5.634527561587444, 6.25, 0.47410614619625885, 
56, 100, 0.75, 0.75, 60, A1, P2, G1, C6, M4, 3651.0, 3026.0, 6.0, 218.1, 275.1031636863824, 104.09781890284204, 2.6427370581428353, 6.25, 0.2971792644788652, 
57, 100, 0.75, 0.75, 60, A1, P2, G1, C7, M1, 57.2, 4508.0, 6.0, 231.3, 259.40337224383916, 23.29192546583851, 11.137051448335495, 6.25, 0.6405370963230037, 
58, 100, 0.75, 0.75, 60, A1, P2, G1, C7, M2, 57.4, 4486.0, 6.0, 229.1, 261.89436927106067, 23.40615247436469, 11.18912514809503, 6.25, 0.6416104622838422, 
59, 100, 0.75, 0.75, 60, A1, P2, G1, C7, M3, 57.65, 4566.0, 6.0, 237.1, 253.05778152678195, 32.19448094612352, 7.860284560893105, 6.25, 0.5570606692566653, 
60, 100, 0.75, 0.75, 60, A1, P2, G1, C7, M4, 3656.0, 4526.0, 6.0, 233.1, 257.40025740025743, 69.59787892178524, 3.698392269820842, 6.25, 0.3717577845256644, 
61, 100, 0.75, 0.75, 60, A1, P2, G1, C8, M1, 66.2, 7508.0, 6.0, 261.3, 229.62112514351318, 13.985082578582844, 16.419003881690447, 6.25, 0.7242931346865192, 
62, 100, 0.75, 0.75, 60, A1, P2, G1, C8, M2, 66.4, 7486.0, 6.0, 259.1, 231.57082207641835, 14.026182206786, 16.509896895848264, 6.25, 0.7253941865993211, 
63, 100, 0.75, 0.75, 60, A1, P2, G1, C8, M3, 66.65, 7566.0, 6.0, 267.1, 224.63496817671282, 19.429024583663757, 11.56182428044224, 6.25, 0.6491094959395803, 
64, 100, 0.75, 0.75, 60, A1, P2, G1, C8, M4, 3665.0, 7526.0, 6.0, 263.1, 228.05017103762825, 41.8549030029232, 5.448589165806952, 6.25, 0.465747543450135, 
65, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
66, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
67, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
68, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
69, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
70, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
71, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
72, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
73, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
74, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
75, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
76, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
77, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
78, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
79, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
80, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
81, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
82, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
83, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
84, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
85, 100, 0.75, 0.75, 60, A1, P3, G1, C6, M1, 52.2, 3413.0, 7.5, 256.8, 292.05607476635515, 30.764723117491943, 9.493213173119715, 7.75, 0.5505478055516125, 
86, 100, 0.75, 0.75, 60, A1, P3, G1, C6, M2, 52.4, 3391.0, 7.5, 254.60000000000002, 294.5797329143755, 30.964317310527868, 9.513522612501403, 7.75, 0.5510765575510164, 
87, 100, 0.75, 0.75, 60, A1, P3, G1, C6, M3, 52.65, 3471.0, 7.5, 262.6, 285.60548362528556, 42.35090751944684, 6.7437866235603146, 7.75, 0.46528811267291464, 
88, 100, 0.75, 0.75, 60, A1, P3, G1, C6, M4, 3651.0, 3431.0, 7.5, 258.6, 290.0232018561485, 91.80996793937628, 3.1589511287887158, 7.75, 0.289574230509865, 
89, 100, 0.75, 0.75, 60, A1, P3, G1, C7, M1, 57.2, 4913.0, 7.5, 271.8, 275.9381898454746, 21.37187054752697, 12.911279302007777, 7.75, 0.624902219910125, 
90, 100, 0.75, 0.75, 60, A1, P3, G1, C7, M2, 57.4, 4891.0, 7.5, 269.6, 278.18991097922844, 21.468002453485994, 12.958350996184823, 7.75, 0.6257548463695728, 
91, 100, 0.75, 0.75, 60, A1, P3, G1, C7, M3, 57.65, 4971.0, 7.5, 277.6, 270.17291066282417, 29.571514785757394, 9.136255366699991, 7.75, 0.5410468554631038, 
92, 100, 0.75, 0.75, 60, A1, P3, G1, C7, M4, 3656.0, 4931.0, 7.5, 273.6, 274.12280701754383, 63.881565605353885, 4.291109718741297, 7.75, 0.3563716151562369, 
93, 100, 0.75, 0.75, 60, A1, P3, G1, C8, M1, 66.2, 7913.0, 7.5, 301.8, 248.50894632206757, 13.269303677492733, 18.72810754520496, 7.75, 0.7073053658850523, 
94, 100, 0.75, 0.75, 60, A1, P3, G1, C8, M2, 66.4, 7891.0, 7.5, 299.6, 250.33377837116154, 13.306298314535546, 18.813179477398435, 7.75, 0.7082427573629064, 
95, 100, 0.75, 0.75, 60, A1, P3, G1, C8, M3, 66.65, 7971.0, 7.5, 307.6, 243.82314694408322, 18.44185171245766, 13.221185743478145, 7.75, 0.6304453122108185, 
96, 100, 0.75, 0.75, 60, A1, P3, G1, C8, M4, 3665.0, 7931.0, 7.5, 303.6, 247.03557312252963, 39.71756398940865, 6.219806763285023, 7.75, 0.44523212587533495, 
97, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
98, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
99, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
100, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
101, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
102, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
103, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
104, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
105, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
106, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
107, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
108, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
109, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
110, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
111, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
112, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
113, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
114, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
115, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
116, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
117, 100, 0.75, 0.75, 60, A1, P4, G1, C6, M1, 61.2, 3388.0, 10.0, 254.3, 393.23633503735743, 30.99173553719008, 12.688425743872067, 10.25, 0.5531515495243496, 
118, 100, 0.75, 0.75, 60, A1, P4, G1, C6, M2, 61.4, 3366.0, 10.0, 252.10000000000002, 396.6679888932963, 31.194295900178254, 12.716042386807954, 10.25, 0.553688884337871, 
119, 100, 0.75, 0.75, 60, A1, P4, G1, C6, M3, 61.65, 3446.0, 10.0, 260.1, 384.4675124951941, 42.65815438189205, 9.012755428968973, 10.25, 0.46788505736904196, 
120, 100, 0.75, 0.75, 60, A1, P4, G1, C6, M4, 3660.0, 3406.0, 10.0, 256.1, 390.47247169074575, 92.48385202583675, 4.222061074852952, 10.25, 0.2917387546262723, 
121, 100, 0.75, 0.75, 60, A1, P4, G1, C7, M1, 66.2, 4888.0, 10.0, 269.3, 371.3330857779428, 21.481178396072014, 17.286439269357945, 10.25, 0.6277659613236191, 
122, 100, 0.75, 0.75, 60, A1, P4, G1, C7, M2, 66.4, 4866.0, 10.0, 267.1, 374.3916136278547, 21.57829839704069, 17.35037706583944, 10.25, 0.6286282620143524, 
123, 100, 0.75, 0.75, 60, A1, P4, G1, C7, M3, 66.65, 4946.0, 10.0, 275.1, 363.5041802980734, 29.720986655883543, 12.230555617375993, 10.25, 0.5440504151918104, 
124, 100, 0.75, 0.75, 60, A1, P4, G1, C7, M4, 3665.0, 4906.0, 10.0, 271.1, 368.8675765400221, 64.20709335507541, 5.744966128588408, 10.25, 0.3591733850764593, 
125, 100, 0.75, 0.75, 60, A1, P4, G1, C8, M1, 75.2, 7888.0, 10.0, 299.3, 334.1129301703976, 13.311359026369168, 25.09983612556282, 10.25, 0.7100410886321527, 
126, 100, 0.75, 0.75, 60, A1, P4, G1, C8, M2, 75.4, 7866.0, 10.0, 297.1, 336.58700774150117, 13.348588863463005, 25.215175265663316, 10.25, 0.7109840872568914, 
127, 100, 0.75, 0.75, 60, A1, P4, G1, C8, M3, 75.65, 7946.0, 10.0, 305.1, 327.7613897082923, 18.499874150515982, 17.716952398789733, 10.25, 0.6334959972097793, 
128, 100, 0.75, 0.75, 60, A1, P4, G1, C8, M4, 3674.0, 7906.0, 10.0, 301.1, 332.1155762205247, 39.84315709587655, 8.335573795553868, 10.25, 0.4484969841258247, 
129, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
130, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
131, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
132, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
133, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
134, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
135, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
136, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
137, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
138, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
139, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
140, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
141, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
142, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
143, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
144, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
145, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
146, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
147, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
148, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
149, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
150, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
151, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
152, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
153, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
154, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
155, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
156, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
157, 100, 0.75, 0.75, 60, A1, P5, G1, C8, M1, 75.2, 8588.0, 12.5, 369.3, 338.47820200379095, 12.226362366092221, 27.684293321986257, 12.75, 0.6846736037039343, 
158, 100, 0.75, 0.75, 60, A1, P5, G1, C8, M2, 75.4, 8566.0, 12.5, 367.1, 340.50667393080903, 12.257763250058371, 27.77885875134581, 12.75, 0.6854093504526174, 
159, 100, 0.75, 0.75, 60, A1, P5, G1, C8, M3, 75.65, 8646.0, 12.5, 375.1, 333.2444681418288, 17.002081887578072, 19.60021545275001, 12.75, 0.6058758860934834, 
160, 100, 0.75, 0.75, 60, A1, P5, G1, C8, M4, 3674.0, 8606.0, 12.5, 371.1, 336.8364322285098, 36.602370439228444, 9.202585192884303, 12.75, 0.41920280058255843, 
161, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
162, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
163, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
164, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
165, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
166, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
167, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
168, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
169, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
170, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
171, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
172, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
173, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
174, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
175, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
176, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
